epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,125.542,1.07536,1.79105,1.27085,0.61818,0.71263,0.72589,0.50342,1.06358,1.30945,1.44379,0.000415964,0.000415964,0.000415964
2,245.377,0.99602,0.95272,1.19823,0.87659,0.80474,0.89091,0.65698,0.91314,0.79026,1.23581,0.000420478,0.000420478,0.000420478
